"uuid","handle","rights","interdis","filepath","wos","scopus","pubmed","trdizin","yoktez","scopus_q","wos_q","issn","ispartof","auth_aff","author0","authority0","ou0","author1","authority1","ou1","author2","authority2","ou2","author3","authority3","ou3","author4","authority4","ou4","author5","authority5","ou5","author6","authority6","ou6","author7","authority7","ou7","author8","authority8","ou8","author9","authority9","ou9","author10","authority10","ou10","advisor0","advisor_authority0","ou_adv0","advisor1","advisor_authority1","ou_adv1","subject0","subject1","subject2","subject3","subject4","subject5","abstract","title","date","type","relation","fund","scopus_citation","wos_citation","views","downloads","google_num_citations","google_cites_per_year","plumcapture","plumcategorytotals","mendeley_readcount","mendeley_readers","citesperdoc2years","sjr"
"13f28d06-b0a2-41ee-84c2-6142d4a19947","11147/2578","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/2578/1/2578.pdf","WOS:000286669400014","2-s2.0-78650920820",NULL,NULL,NULL,"Q2",NULL,"1434-6028","European Physical Journal B",NULL,"Senger, Ramazan Tuğrul","rp00062",8,"Kozal, B.",NULL,NULL,"Chatterjee, A.",NULL,NULL,"Erçelebi, Atilla",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Stability criteria","Quantum wires","Optical waveguides","Hartree-Fock approximation","Electron phonon couplings",NULL,"The bipolaronic ground state of two electrons in a spherical quantum dot or a quantum wire with parabolic boundaries is studied in the strong electron-phonon coupling regime. We introduce a variational wave function that can conveniently conform to represent alternative ground state configurations of the two electrons, namely, the bipolaronic bound state, the state of two individual polarons, and two nearby interacting polarons confined by the external potential. In the bipolaron state the electrons are found to be separated by a finite distance about a polaron size. We present the formation and stability criteria of bipolaronic phase in confined media. It is shown that the quantum dot confinement extends the domain of stability of the bipolaronic bound state of two electrons as compared to the bulk geometry, whereas the quantum wire geometry aggravates the formation of stable bipolarons. © 2010 EDP Sciences, SIF, Springer-Verlag Berlin Heidelberg.","Hartree-Fock approximation of bipolaron state in quantum dots and wires","2010-12","Article",NULL,NULL,"6","7","246","136","10","{2011: 1, 2012: 1, 2013: 2, 2014: 2, 2015: 0, 2016: 2, 2017: 0, 2018: 1, 2019: 1}","{""(READER_COUNT,4)"",""(EXPORTS_SAVES,1)""}","{""(capture,5)"",""(citation,7)"",""(usage,47)""}",4,"{'Researcher': 1, 'Student  > Ph. D. Student': 2}","1,40","459"
"ad3c1a7f-4a9a-4b8a-b47f-ceff128615b6","11147/3921","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/3921/1/T000710.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Türe, Hasan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Özen, Fatma Banu","rp00073",18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"The goal of this study is to evaluate physical and antimicrobial properties of biopolymers prepared from gluten (WG) and methyl cellulose (MC) with incorporation of activated lactoferrin (ALF), rosemary extract (RE) and natamycin (NA). The effectiveness of agents and antimicrobial films were investigated by agar disc diffusion method. Mechanical and water vapor permeability (WVP) of antimicrobial films were also examined. Film structure was investigated by scanning electron microscopy (SEM) and Fourier-transform infrared spectroscopy (FTIR). Application of films was studied on Kashar cheese inoculated with target molds during 30 days storage at 10oC.ALF and RE did not show inhibitory activity against tested microorganisms.Minimum inhibitory concentration (MIC) of NA was found 750 ppm against Aspergillus niger and Penicillium roquefortii. Both films containing NA showed antifungal activity concentrations at and above 2 and 1 mg NA/10 g film solution (fs) against A. niger and P. roquefortii, respectively. RE in combination with NA reduced MIC of NA against A. niger to 1.5 mg NA/10g fs in both films. FTIR spectroscopy did not indicate any interaction between NA and both films. SEM observations showed that NA crystallizes at high concentrations in biopolymers. There was no significant change in WVP of films containing NA. Incorporation of NA to WG film did not cause major changes in its mechanical properties. Reduction in tensile strength of MC films was observed at high NA concentration. Application studies demonstrated the efficacy of WG and MC films including NA against A. niger and P.roquefortii inoculated on Kashar cheese.","Physical and antimicrobial properties of biofilms containing natural antimicrobial agents","2008","Master Thesis",NULL,NULL,NULL,NULL,"60","38",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ec9fc433-1f08-4a48-aad7-46ba19438b32","11147/11976","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/11976/1/10439553.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Uncu, Oğuz","rp02522",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Özen, Fatma Banu","rp00073",18,NULL,NULL,NULL,"Olive oil","Authenticity","Adulteration","Fluorescence spectroscopy","Fatty acid alkyl esters",NULL,"Zeytinyağı endüstrisi için bu ürünün tağşişi hem sağlık problemlerine hem de haksız kazanca sebebiyet verebilen önemli bir problemdir. Özellikle Avrupa Birliğinin zeytinyağının etiketleme kurallarını güncellemesinden sonra, eski ve taze zeytinyağlarının karışımını saptama ihtiyacı oluşmuştur. Tağşiş saptama yöntemlerindeki gelişmeler dolandırıcıların yaratıcılığının gerisinde kalabilmektedir. Tağşişi tespit ve engelleme zorlu bir konu olabilmektedir; dolayısıyla yeni yöntemlere ve çözümlere her zaman ihtiyaç duyulmaktadır. Bu tezin ilk amacı, kalite parametrelerinden yağ asidi alkil esterleri, diaçilgliserolleri ve pigment içeriklerine göre Ege Bölgesi zeytinyağlarını karakterize etmek ve bu parametrelerin coğrafi konum ve hasat yılı üzerindeki farklılaşma gücünü spektroskopik yöntemlerle karşılaştırarak araştırmaktır. Bununla birlikte bu kalite parametrelerinin hızlı ve çevre dostu ultraviyole-görünür (UV-vis) ve orta-kızılötesi (orta-IR) spektroskopik tekniklerinin çok değişkenli istatistiksel yöntemler ile kombinasyon halinde tahminidir. Son olarak, spekstroskopik metotların (ultraviyole-görünür, orta-kızılötesi ve floresan) taze zeytinyağlarının eski zeytinyağları ile tağşişinin saptanmasında uygulanabilirliği araştırılmıştır. Zeytinyağları, spektroskopik yöntemlerle, yağ asidi alkil esterleri ve pigmentler ile coğrafi konuma göre başarılı bir şekilde ayırt edilmiştir. Genel olarak, UV-vis spektral verilerle daha iyi tahmin edilen pigmentler dışında, araştırılan kimyasal parametrelerin tahmini orta-IR spektral verileriyle sağlam bir şekilde elde edilmiştir. Floresan ve orta-IR + UV-vis spektroskopileri, taze zeytinyağlarında eski zeytinyağlarının tespitinde başarılı olmuştur.","Minor components of olive oils as indicators for the authenticity of virgin olive oils","2021-12","Doctoral Thesis",NULL,NULL,NULL,NULL,"894","466","0","{}",NULL,NULL,NULL,NULL,NULL,NULL
"fd7534ff-5f2b-4850-af32-2c3a1d3728f9","11147/9071","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/9071/1/1-s2.0-S0896844618306211-main.pdf","WOS:000461402600009","2-s2.0-85060111452",NULL,NULL,NULL,"Q1",NULL,"1872-8162","Journal of Supercritical Fluids",NULL,"Şahin, İbrahim",NULL,NULL,"Uzunlar, Erdal","rp00287",20,"Erkey, Can",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aerogel","Supercritical drying","Kinetics","Mass transfer","Modeling","Calcium alginate","Spherical calcium alginate gel particles were synthesized by dripping method. The effects of temperature, pressure, particle size and CO2 flow rate on kinetics of supercritical drying of alginate gel particles in a packed bed were investigated. Increase in CO2 flow rate, increase in temperature and decrease in particle size increased the drying rate and decreased the drying time. A mathematical model based on (i) the diffusion of the solvent inside the pores of gel particles, (ii) external mass transfer of the solvent from the surface of the gel particles into the flowing fluid stream, and (iii) convection and axial dispersion of the solvent in the flowing fluid stream was developed. A correlation for predicting external mass transfer coefficients for supercritical drying of alcogel particles was developed by fitting the model to experimental data. A good agreement between the experimental data and model results was achieved using the developed correlation.","Investigation of kinetics of supercritical drying of alginate alcogel particles","2019","Article",NULL,NULL,"9","12","3294","222","13","{2019: 4, 2020: 5, 2021: 4}","{""(READER_COUNT,22)""}","{""(capture,22)"",""(citation,10)"",""(usage,16)""}",25,"{'Student  > Postgraduate': 1, 'Student  > Master': 4, 'Student  > Ph. D. Student': 4, 'Professor': 2, 'Student  > Bachelor': 5, 'Student  > Doctoral Student': 1}","4,04","1055"
"80aeef6c-7e04-419b-9a7c-65c9042ac744","11147/4983","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/4983/1/4983.pdf","WOS:000292890200001","2-s2.0-80053907534",NULL,NULL,NULL,"Q1",NULL,"1359-5997","Materials and Structures",NULL,"Şahmaran, Mustafa",NULL,NULL,"Lachemi, Mohamed",NULL,NULL,"Erdem, Tahir Kemal","rp00080",19,"Yücel, Hasan Erhan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Durability","Fly ash","Foundry sand","Mechanical properties","Self consolidating concrete",NULL,"In the United States alone, the foundry industry discards up to 10 million tons of sand each year, offering up a plentiful potential resource to replace sand in concrete products. However, because the use of spent foundry sand (SFS) is currently very limited in the concrete industry, this study investigates whether SFS can successfully be used as a sand replacement material in cost-effective, green, self-consolidating concrete (SCC). In the study, SCC mixtures were developed to be even more inexpensive and environmentally friendly by incorporating Portland cement with fly ash (FA). Tests done on SCC mixtures to determine fresh properties (slump flow diameter, slump flow time, V-funnel flow time, yield stress, and relative viscosity), compressive strength, drying shrinkage and transport properties (rapid chloride permeability and volume of permeable pores) show that replacing up to 100% of sand with SFS and up to 70% Portland cement with FA enables the manufacture of green, lower cost SCC mixtures with proper fresh, mechanical and durability properties. The beneficial effects of FA compensate for some possible detrimental effects of SFS.","Use of spent foundry sand and fly ash for the development of green self-consolidating concrete","2011-08","Article",NULL,"Natural Sciences and Engineering Research Council (NSERC) of Canada, and the Canada Research Chair Program","42","56","140","224",NULL,NULL,"{""(READER_COUNT,84)""}","{""(capture,84)"",""(citation,56)"",""(usage,23)""}",85,"{'Student  > Postgraduate': 2, 'Professor > Associate Professor': 7, 'Researcher': 7, 'Student  > Master': 21, 'Student  > Ph. D. Student': 19, 'Professor': 1, 'Student  > Bachelor': 3, 'Student  > Doctoral Student': 6, 'Lecturer': 3, 'Other': 1, 'Lecturer > Senior Lecturer': 1}",NULL,NULL
"9e94440f-c170-4b49-a02b-1a94814cb2dc","11147/5672","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/5672/1/5672.pdf","WOS:000355278200009","2-s2.0-84930080912",NULL,NULL,NULL,"Q3",NULL,"0895-2477","Microwave and Optical Technology Letters",NULL,"Karakılınç, Özgür Önder",NULL,NULL,"Dinleyici, Mehmet Salih","rp00047",17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Degenerate mode","Dual band","Dual mode","Photonic crystals","Bandpass filters",NULL,"In this study, Photonic Crystal (PhC) dual-mode dual-band bandpass filter is designed and its transmission characteristics are investigated for various configurations. PhC resonator structure is formed by a point defect microcavity that is equipped with one large and three smaller auxiliary perturbation rods. Degenerate modes at each band may also be excited by changing the structure properties of the perturbation. Plane wave expansion method and Finite Difference Time-Domain method are used to analyze the device characteristics. Proposed dual-band dual-mode PhC filter structure can effectively be used for terahertz communication applications.","Design of dual-mode dual-band photonic crystal bandpass filters for terahertz communication applications","2015-08","Article",NULL,NULL,"4","6","186","176",NULL,NULL,"{""(READER_COUNT,1)""}","{""(capture,1)"",""(citation,6)"",""(usage,20)""}",1,"{'Researcher': 1}","1,31","333"
"45e124b8-a5b3-4976-86b7-6dff26ee4863","11147/3371","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/3371/1/T000489.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Akar, Dilek",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Shahwan, Talal","rp00567",10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"In this study, aspects of the thermodynamics and kinetic profile of the sorption behavior of Cs+ and Sr2+ ions on natural minerals of kaolinite and clinoptilolite originating from Sındırgı and Manisa regions were investigated.Radioactive wastes that are caused by the increasing usage and production of radioactive substances give rise to big problems rising day by day. Natural substances such as clay minerals and zeolites decrease the dispersion of radioactive isotopes by sorption. Therefore they can be able to retard the radioactive pollution that is caused by radioisotopes, and the reach of these radioisotopes to the underground waters. 137Cs (t1/2 . 30.1 y) and 90Sr (t1/2 . 28.8) are radioisotopes that are important as radioactive wastes due to their long half-lives ,and that produce with high yields at the end of nuclear fission reactions.    The experiments were performed using the batch technique at four different initial concentrations, two different temperatures, and time period ranging from 5 minutes up to 48 hours.The experimental findings revealed that the percentage sorption of Cs+ on clinoptilolite ranged 91-94, on kaolinite ranged 28-40 , and that the percentage sorptionof Sr2+ clinoptilolite ranged between 48-93 and 12-47 for the kaolinite case. In order to check the stability of sorption of Sr2+ and Cs+ ions fixed by kaolinite and clinoptilolite,desorption experiments were performed as well with tap water. The results indicated that in the case of Cs+ sorption on kaolinite the percentage desorption amounted to 40, but was smaller than 7 in the case of clinoptilolite. The desorption percentage of Sr2+ from clinoptilolite did not exceed 5, while it is amounted to 12 in kaolinite case, indicating a more stable fixation by clinoptilolite. The results showed that sorption of both Sr2+ and Cs+ on both minerals followed pseudo-second order kinetics, with the rate constants indicating faster sorption on kaolinite. The activation energies were 11.6 and 15.3 kj/mol for Cs+ sorption on kaolinite and clinoptilolite, respectively. Alternatively, the activation energy values for Sr2+ sorption on kaolinite and clinoptilolite were 8.5 and 17.3 kj/mol, respectively. Freundlich and D-R isotherm models were found to adequately describe the adsorption data of Sr2+ and Cs+ on both minerals.Cs+ sorption showed a spontaneous and exothermic behavior on both minerals with .H0 being .6.3 and .11.4 kj/mol for Cs+ uptake by kaolinite and clinoptilolite, respectively. On the other hand, Sr2+ sorption showed a spontaneous and endothermic behavior on both minerals with .H0 being 11.22 and 9.8 kj/mol for Sr2+ sorption on kaolinite and clinoptilolite, respectively. To check the effect of interlayer expansion on the uptake capacity of kaolinite, the clay was intercalated with DMSO, to overcome the tight H-bonding interconnecting the layers of the clay. Expanding the interlayer space of kaolinite from 0.71 nm to 1.12 nm using DMSO intercalation, lead to an increase in the sorption capacity of kaolinite, with the increase being more significant in Sr2+ case. Compared with the percentage sorption on natural kaolinite, the percentage sorption ofCs+ on DMSO-intercalated kaolinite for the initial concentrations of 100 and 500 mg/L of CsCl, increased, respectively, from 35 to 41, and from 27 to 33. On the other hand,the percentage sorption of Sr2+ on DMSO-intercalated kaolinite for the initial concentrations of 100 and 500 mg/L of Sr(NO3)2, increased from 17 to 58, and from 22 to 45,respectively.                                SEM/EDS characterization was carried out to investigate structural changes accompanying the sorption process. SEM analysis indicated that both minerals has a well-defined crystal structure. The EDS findings revealed some localization in the sorbed Sr2+ and Cs+ on the surfaces of both minerals and demonstrated the higher fixation ability of clinoptilolite.","Physicochemical characterization of the sorption behavior of Cs+ and Sr2+ Ions on natural kaolinite and cliptilolite minerals","2005","Master Thesis",NULL,NULL,NULL,NULL,"62","28",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"7061ac97-4aa4-44a2-abf1-41b2188b1b03","11147/6405","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6405/1/6405.pdf","WOS:000400568000008","2-s2.0-85018737389",NULL,NULL,NULL,"Q3",NULL,"16083199","Journal of Analytical Chemistry",NULL,"Erdem Şimşek, Arzu",NULL,NULL,"Erdem Yayayürük, Aslı",NULL,NULL,"Shahwan, Talal","rp00567",10,"Eroğlu, Ahmet Emin","rp00235",10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Amalgamation","Cold vapor atomic absorption spectrometry","Mercury concentrations","Preconcentration","Gold-coated sorbents",NULL,"Different gold-coated sorbents for amalgamation were applied for the determination of inorganic mercury in waters using a home-made cold vapor generation unit coupled to atomic absorption spectrometry. Among the gold-coated materials investigated (quartz wool, alumina, silica, sand and carbon fiber) quartz wool was found to give the most efficient results in terms of sorption and release. Analytical performance of the system without and with amalgamation was investigated and it was found that when amalgamation was applied, the linearity and slope of the calibration plots were independent on the sample volume for 1.0, 5.0 and 10.0 mL. Method validation was realized through the analysis of a sample of spring water spiked with 1.0 μg/L inorganic mercury and the spike recoveries were found to be 95 ± 1, 91 ± 3, and 99 ± 5% for 1.0, 5.0, and 10.0 mL, respectively. The results demonstrated that the methodology can be applied to these types of samples directly or after amalgamation, depending on the mercury concentration.","Amalgamation performances of gold-coated quartz wool, alumina, silica, sand and carbon fiber for the determination of inorganic mercury in waters by cold vapor atomic absorption spectrometry","2017-05","Article",NULL,NULL,"1","1","600","194",NULL,NULL,"{""(READER_COUNT,5)""}","{""(capture,5)"",""(citation,1)"",""(usage,5)""}",5,"{'Other': 2, 'Student  > Bachelor': 3, 'Student  > Ph. D. Student': 1}","0,92","260"
"7ed697f0-c947-431f-ad62-12f8b68e6393","11147/2404","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/2404/1/2404.pdf","WOS:000358540400009","2-s2.0-84938293646",NULL,NULL,NULL,"Q2",NULL,"1936-9751","Food Analytical Methods",NULL,"Erdoğan, Ayşegül",NULL,NULL,"Çağır, Ali","rp00088",10,"Conk Dalay, Meltem",NULL,NULL,"Eroğlu, Ahmet Emin","rp00235",10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pigments","Carotenoids","Chromatography and spectroscopy","Method validation","Scenedesmus protuberans",NULL,"This study aimed to identify and determine the carotenoids from green microalga, Scenedesmus protuberans using analytical techniques. Identification of carotenoids was realized by comparing their absorption and mass spectral data with those of reference standards available and reported values. Chromatographic data were then combined with the spectroscopic information. The separation of carotenoids was achieved by C30 column and high-performance liquid chromatography-diode array detection was used for their determination. In the present work, the carotenoid content of S. protuberans was found to be 1.45 mg/g of violaxanthin, 2.47 mg/g of all-trans-lutein, 0.15 mg/g of all-trans-α-carotene, 0.55 mg/g of all-trans-β-carotene, and 0.20 mg/g of 9 or 9′-cis-β-carotene. Due to lack of their standards, the amount of all-trans-loroxanthin and cis-isomers of other carotenoids could not be quantified. In order to validate the method, Certified Reference Material (BCR 485-Mixed vegetables) was used. In conclusion, this study can serve as a reference for the analysis of carotenoids in other microalgae.","Composition of carotenoids in Scenedesmus protuberans: Application of chromatographic and spectroscopic methods","2015-09","Article",NULL,"The Scientific and Technological Research Council of Turkey project TBAG 110 T099","13","18","406","312",NULL,NULL,"{""(READER_COUNT,42)""}","{""(capture,42)"",""(citation,15)"",""(usage,9)""}",43,"{'Student  > Postgraduate': 1, 'Professor > Associate Professor': 3, 'Researcher': 7, 'Student  > Master': 5, 'Student  > Ph. D. Student': 8, 'Professor': 4, 'Student  > Bachelor': 2, 'Student  > Doctoral Student': 6, 'Other': 2}","2,80","673"
"d3d6638b-0d88-4814-aace-5adabcebd083","11147/3059","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/3059/1/T000879.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ülker, Hakan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yardımoğlu, Bülent","rp02943",21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"In this study, vibration characteristics of flexible four-bar mechanisms are investigated by using the procedure developed in ANSYS. Kinematics and kinetics of the four-bar mechanism having rigid and flexible links are presented for finite element modelling of the flexible mechanism. Equations of motion for rigid and flexible four-bar mechanisms are derived by using Lagrangian dynamics to show the theoretical approach. In order to find the natural frequencies of the flexible four-bar mechanism for different configurations, eigenanalysis of the mechanism is carried out by considering the discrete crank positions. Dynamic natural frequencies based on the motion induced axial loads are found by using the discrete inertia forces acting on the nodes of the finite element model. The mode shapes of the flexible four-bar mechanism are also found and plotted with undeformed configurations.","Dynamic analysis of flexible mechanisms by finite element method","2010","Master Thesis",NULL,NULL,NULL,NULL,"86","40",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"db5ff2f1-6f8d-436d-aebb-a3597e7f962e","11147/5703","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/5703/1/T001547.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gürelme, Ebru",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sürmeli, Nur Başak","rp00269",14,"Şanlı Mohamed, Gülşah","rp00090",10,"Bioproducts","Wax ester synthase","Biosynthetic enzymes","Purification","Cloning","Fatty acid ethyl ester","Biyoürünler, petrol kaynaklı ürünlere göre sahip oldukları avantajlarla ve yenilenebilir kaynaklara dayalı, çevre dostu bir üretime sahip olmalarıyla her geçen gün daha da önem kazanmaktadırlar. Biyoürün sınıflarına baktığımızda, araştırma ve geliş-tirme çalışmalarının en yoğun olduğu alanlar ilaç ve biyoyakıt üretimidir. Biyoyakıt olarak en büyük potansiyele sahip olan biyodizel, mikroorganizmalar kullanılarak da üretilebilmektedir. Bu sentezdeki kilit role sahip olan mum esteri sentaz enzimlerinin, önceki çalışmalarda farklı organizmalardan izole edildiği belirtilmiştir. Bu çalışmada, Psychrobacter arcticus 273-4 (bakteri) ve Mus musculus C57BL/6 (fare) kaynaklı iki mum esteri sentaz enziminin klonlanması ve saflaştırılması amaçlanmıştır. P. arcticus 273-4 kaynaklı mum esteri sentaz enzimi pET22bTV vektörüne klonlanmış, Escherichia coli bakterisinin BL21(DE3) hücre hattı kullanılarak üretilmiş ve yaklaşık 1 mg verimle saflaştırılmıştır. Mus musculus C57BL/6 (fare) kaynaklı diğer mum esteri sentaz enzimi de Saccharomyces cerevisiae maya türüne klonlanmış ve 1 mg'dan daha düşük bir verimle saflaştırılmıştır. Çalışılan son enzim Taxus cuspidata kaynaklı taxadien-5α-ol-O-asetil-transferaz, en yaygın kullanılan kemoterapi ilacı Taxol'ün biyo-sentezinde önemli bir role sahiptir. Bu enzim, gen ifade vektörü olan pET22bTV sis-temine klonlanmıştır. Daha sonra enzimin üretimi, Escherichia coli bakterisi ile BL21 (DE3) Star hücre hattı kullanılarak gerçekleştirilmiştir. Saflaştırma işlemleri sonucunda yaklaşık 23 mg protein elde edilmiştir. Temel yaklaşım olarak, üç enzimin de saflaş-tırma çalışmaları immobilize metal afinite kromatografi metodu ile gerçekleştirilmiştir. Bu çalışma; gelecek vaat eden ürünlerin biyosentezinde görev alan üç önemli enzimin klonlanması ve saflaştırılması koşullarını açığa çıkararak, gelecekteki yapısal protein mühendisliği çalışmalarına dolaylı olarak yardımcı olmuştur.","Cloning and purification of biosynthetic enzymes","2016-12","Master Thesis",NULL,NULL,NULL,NULL,"100","18",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
